,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q24,Q1_Browser,Q1_Version,Q1_Operating System,Q1_Resolution,Q3,Q4,Q5,Q6,Q7,Q29,Q8,Q9,Q31,Q10,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Path,Q30,Q32,Q33,Q41,Q36,Q39,,Q38_1    Mesa Management,Q38_2   Mackenzie Dunn,,Q32,Q27,Q28,Q29,Q31,,Q32 - Topics
10/5/2017 18:22,10/5/2017 18:41,IP Address,24.44.20.210,100,1110,TRUE,10/5/2017 18:41,R_AHCPlJnhvhVZK3n,,,,,40.86180115,-73.31510162,anonymous,EN,"Yes, I consent",Firefox,56,Windows NT 10.0,1680x1050,47,Elephant,Male,28,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I lean toward Democrats,10001,,,,,0,0,917.145,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,Mesa constructed the stairs to the degree requested by building codes. Although there was a prior injury there is no indication that the opinion of the prior injured party is evidence of negligent construction.,The defendant's insurance company,Yes,No,,,
10/5/2017 18:24,10/5/2017 18:42,IP Address,174.63.169.42,100,1085,TRUE,10/5/2017 18:42,R_1LoHupCCZj8QoN3,,,,,28.94000244,-81.98970032,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1680x1050,47,Elephant,Male,31,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$30,000 to $49,999",I lean toward Republicans,32162,,,,,0,0,914.27,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,The stairs were meeting the safety codes for older buildings.  I looked at the picture of them and honestly didn't think they looked that dangerous.  The plaintiff did not do a good job convincing me that her accident was caused by Mesa's negligence.,The defendant,No,No,,,
10/5/2017 18:24,10/5/2017 18:43,IP Address,72.35.172.63,100,1139,TRUE,10/5/2017 18:43,R_2Bn5uILGfo4prsp,,,,,40.62150574,-93.78130341,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Male,53,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$30,000 to $49,999",I have no preference for either party,50065,,,,,976.55,976.55,977.666,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,"The stairs were constructed in a legal manner, they were within code and were not broken or defective.",The defendant's insurance company,Yes,No,,,
10/5/2017 18:22,10/5/2017 18:46,IP Address,162.237.101.159,100,1406,TRUE,10/5/2017 18:46,R_2CqCYHENkk7QsNk,,,,,40.17680359,-83.07920074,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Male,25,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I have no preference for either party,43016,,,,,0,0,963.76,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,The building was built in 1980 and the stairs were up to code when it was built. There is no room to add an additional landing to the stairs going by the picture given. It is the job of the person using the stairs to be careful on them. The defendant did not act negligibly. ,The defendant,No,No,,,
10/5/2017 18:12,10/5/2017 18:47,IP Address,72.48.126.10,100,2087,TRUE,10/5/2017 18:47,R_3NU6vc6kmbOb8EM,,,,,30.36599731,-97.64369965,anonymous,EN,"Yes, I consent",Safari iPad,11,iPad,768x1024,47,Elephant,Female,38,White,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$50,000 to $99,999",I lean toward Democrats,78704,,,,,34.369,266.174,1216.94,5,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,The stairs were built to code at the time they were constructed. There were only 2 accidents. The way they were built wasnŠ—Èt the safest for the intended purpose. People had a choice whether they walked down those stairs (they arenŠ—Èt to the residence).,The defendant's insurance company,Yes,Yes,Residential buildings have to have insurance for residents injuries,,
10/5/2017 18:26,10/5/2017 18:51,IP Address,75.88.83.73,100,1517,TRUE,10/5/2017 18:51,R_pfOibp56h9TRQn7,,,,,40.7335968,-96.63939667,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Female,29,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$30,000 to $49,999",I have no preference for either party,68901,,,,,0,0,894.15,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,"The building was up to code and if the stairs were at fault then more than two people would have fallen during the entirety of its existence. If she had lived there for three years and had gone to storage as often as she says she did, then she has used the stairs many times without incident and this accident is not the stairs fault. We don't rebuild sidewalks everytime someone trips over them, even if they are a bit uneven. Sounds like she was possibly trying to win money or she would have said something in the three years she lived there before something happened, not waited until it did.",The defendant's insurance company,No,No,,,
10/5/2017 18:22,10/5/2017 18:54,IP Address,198.36.61.249,100,1953,TRUE,10/5/2017 18:54,R_1l0OsTytRW6Adec,,,,,26.102005,-97.41130066,anonymous,EN,"Yes, I consent",Firefox,56,Windows NT 10.0,1366x768,47,Elephant,Female,39,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I strongly prefer Republicans,75946,,,,,590.494,1464.73,1590.766,5,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,"Ms Dunn admitted she stepped wrong, the stairs were built to code and they were in good condition and needed no repairs. ",The defendant's insurance company,No,No,,,
10/5/2017 18:49,10/5/2017 19:08,IP Address,73.10.23.50,100,1121,TRUE,10/5/2017 19:08,R_2cBdklykQcT9CrT,,,,,39.74369812,-75.34619904,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1536x864,47,Elephant,Male,29,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$10,000 to $29,999",I lean toward Republicans,14905,,,,,10.2,10.2,915.942,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,"The stairs are perfectly up to par with Colorado building codes. And even if they weren't, those guildlines are for future buildings. The stairs were a bit steep but if you use caution, they shouldn't be an issue. ",The defendant's insurance company,No,No,,,
10/5/2017 18:55,10/5/2017 19:15,IP Address,96.241.35.93,100,1257,TRUE,10/5/2017 19:16,R_1DvYptTjNV3yeO6,,,,,38.92280579,-76.88839722,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1600x900,47,Elephant,Female,31,Black or African American,"No, not Spanish/Hispanic/Latino","Professional degree (e.g. MD, DDS, or JD)","$30,000 to $49,999",I strongly prefer Democrats,20774,,,,,94.528,949.375,951.462,3,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,No,No,,,,,,,,,"I believe that this was an accident. Even though the stairs are a little steeper than needed, they were constructed properly. ",The defendant,Yes,No,,,
9/30/2017 11:39,9/30/2017 12:01,IP Address,67.177.157.28,100,1322,TRUE,9/30/2017 12:01,R_2sm4FhZuq22mmhH,,,,,42.79769897,-85.73329926,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Male,30,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I strongly prefer Democrats,49428,,,,,,,,,0,0,958.739,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"I don't believe Mesa Management was negligent, because the stairs were built to code. If the building code allows it, I don't see how blame could be placed on the construction of the stairs. It wouldn't be fair.",The defendant's insurance company,Yes,No,,,Unknown
9/30/2017 14:08,9/30/2017 14:27,IP Address,216.114.230.119,100,1149,TRUE,9/30/2017 14:27,R_XM2436Y1EdiGSUV,,,,,44.13079834,-94,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1536x864,47,Elephant,Male,43,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I lean toward Republicans,56082,,,,,,,,,11.828,20.182,997.93,2,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The stairs were legal when built and at the time of the accident.  She fell on her own and you cannot blame the stairs for that.  THey were not defective and she played the role in causing her accident.,The defendant's insurance company,No,No,,,Unknown
9/30/2017 15:50,9/30/2017 16:19,IP Address,73.140.16.237,100,1711,TRUE,9/30/2017 16:19,R_305yV0wX9qyQzU6,,,,,47.89849854,-122.2588959,anonymous,EN,"Yes, I consent",Firefox,55,Windows NT 10.0,1536x864,47,Elephant,Female,44,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I strongly prefer Republicans,98043,,,,,,,,,7.118,100.243,965.92,2,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The stairs were steep but I don't think the Plaintiff proved that it was because of the stairs that she fell. She could have been rushing and she said she thought she had put her foot wrong on the stairs and then was on her back at the bottom of the stairs. The Defendant also mentioned that the building was built in 1980 and the codes had changed in 2000. So when the building was built the staircase met code and didn't need to be changed. I don't think it has been proven that Mesa Management was negligent and it is more likely that the Plantiff wasn't careful and that's why she had her accident and fell down the stairs. ,The defendant's insurance company,Yes,No,,,Unknown
9/30/2017 17:08,9/30/2017 17:25,IP Address,142.196.99.16,100,1056,TRUE,9/30/2017 17:25,R_0kCuSiUpoq6pn0t,,,,,28.30690002,-81.42459869,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,2560x1440,47,Elephant,Male,35,White,"No, not Spanish/Hispanic/Latino","Professional degree (e.g. MD, DDS, or JD)","$30,000 to $49,999",I lean toward Democrats,34744,,,,,,,,,233.61,233.61,944.864,1,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The stairs were as safe as they could be and met code when they were built. They don't have to be perfect.,The defendant's insurance company,No,No,,,Unknown
9/30/2017 20:54,9/30/2017 21:16,IP Address,73.115.29.185,100,1340,TRUE,9/30/2017 21:16,R_3ltADiFH8wxgoGa,,,,,29.03219604,-95.46990204,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.1,1366x768,47,Elephant,Male,56,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$30,000 to $49,999",I strongly prefer Republicans,77566,,,,,,,,,76.303,76.303,960.325,1,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The stairs were built according to code that is established in their jurisdiction.,The defendant's insurance company,Yes,Yes,"Since the accident happened at the defendant's building, the defendant's insurance should be responsible.",,Unknown
9/30/2017 21:49,9/30/2017 22:08,IP Address,98.144.145.73,100,1094,TRUE,9/30/2017 22:08,R_bjc5yLrPkvuP7KF,,,,,42.73399353,-87.82109833,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Male,35,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$100,000 to $199,999",I strongly prefer Republicans,53406,,,,,,,,,0,0,953.673,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"The stairs were within the building code and there were no safety violations against the landlord.  There was a prior accident; however, there was no negligence found in that case.  The building inspector did not require any changes to the stairs after either fall.",The defendant's insurance company,No,No,,,Unknown
10/1/2017 2:23,10/1/2017 2:43,IP Address,67.235.12.181,100,1196,TRUE,10/1/2017 2:43,R_2uDkV3MUBLUdgNw,,,,,39.93760681,-77.66110229,anonymous,EN,"Yes, I consent",Firefox,55,Windows NT 10.0,1920x1080,47,Elephant,Male,31,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I strongly prefer Republicans,17268,,,,,,,,,0,0,951.719,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"I don't believe that the defendant is negligent because the stairs did not violate any building codes at the time it was constructed and wasn't under any obligation to change them.  Furthermore, just looking at a picture of the stairs makes it hard for me to believe that they are unsafe.  I don't believe they are unsafe and that the plaintiff's falling was nothing more than an accident.",The defendant,No,No,,,Unknown
10/1/2017 10:40,10/1/2017 11:03,IP Address,208.54.39.129,100,1373,TRUE,10/1/2017 11:03,R_3iQmrOomxmUA8YK,,,,,34.00239563,-117.9757004,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,1280x800,47,Elephant,Male,40,Asian,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$30,000 to $49,999",I strongly prefer Democrats,91776,,,,,,,,,0,0,961.913,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"I feel the defendant was not negligent in this case because the staircase to the basement was built to code.  Although there has been a fall in the past and a complaint was made, it was not determined if the fall was not simply a slip and fall.  The plaintiff in this case has lived at the building for a long time, and has climbed up and down these stairs many times in the past.  If the plaintiff truly felt these steps were unsafe, she could have filed complaints some time in the past.  In addition, other tenants could have done the same.  No mention was made of previous complaints by the plaintiff or other tenants to the degree where management should have acted to fix the stairs.  I feel it's possible the plaintiff simply slipped and fell.",The defendant's insurance company,No,No,,,
10/1/2017 20:09,10/1/2017 20:29,IP Address,75.135.211.103,100,1145,TRUE,10/1/2017 20:29,R_DoRR34G1rvlB1fz,,,,,40.7644043,-99.01940155,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Male,39,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$200,000 or more",I lean toward Republicans,68845,,,,,,,,,0,0,973.157,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"The major fact for me was the Denver Building Code.  The stairs were built to that specification, therefore the company was no negligent.  I defence and the prosecution also both failed to identify how carrying items may have impacted her fall.  ",The defendant's insurance company,Yes,No,,,
10/2/2017 3:25,10/2/2017 3:37,IP Address,98.110.111.85,100,753,TRUE,10/2/2017 3:37,R_2U5xv4b4oLGnOzG,,,,,39.63969421,-74.97380066,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.78,Windows NT 10.0,1536x864,47,Elephant,Male,29,Black or African American,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$50,000 to $99,999",I have no preference for either party,8094,,,,,,,,,7.813,326.451,614.703,3,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,I believe if you cant hold your own balance when going down a stair regardless of how they are made dont go down them ,The defendant's insurance company,Yes,No,,,
10/2/2017 5:36,10/2/2017 5:54,IP Address,66.68.171.104,100,1103,TRUE,10/2/2017 5:54,R_V4Hny44c2u4z51n,,,,,29.98930359,-97.85720062,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Female,44,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Democrats,78640,,,,,,,,,21.119,21.119,954.416,1,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The building was up to code from it's time of construction.,The defendant's insurance company,No,No,,,
10/2/2017 6:20,10/2/2017 6:38,IP Address,67.244.35.37,100,1083,TRUE,10/2/2017 6:38,R_vUHwLtn4cxu3Yjv,,,,,43.65890503,-70.2614975,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Female,24,White,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$50,000 to $99,999",I lean toward Democrats,4101,,,,,,,,,0,0,956.211,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"Although the stairs could have been built better (and was later after the accident), they still were kept up to code. I agree that people do fall all the time, and you can't simply rebuild something anytime someone falls. This would waste so much time and money. People fall and people have accidents.",The defendant's insurance company,No,No,,,
10/2/2017 7:39,10/2/2017 8:05,IP Address,99.115.164.121,100,1581,TRUE,10/2/2017 8:05,R_VVcMfCBbdJF6y9r,,,,,35.33659363,-80.79579926,anonymous,EN,"Yes, I consent",Firefox,55,Windows NT 6.1,1600x900,47,Elephant,Female,41,Black or African American,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I have no preference for either party,28269,,,,,,,,,0,0,962.068,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"The building was constructed in the 80's, and the accident happened in 2014. During that time if the stairs were constructed negligently, we should have many reports of people falling down the stairs. Much more than what would be considered normal. Especially since it's an apartment complex with many people living there, and many people using the storage area. I only heard about Ms Dunn's fall and a former neighbor. 
Plus, Ms Dunn lived there for 3 years, and went down those steps once a month, according to the plaintiff's statement. So that means she took 12 trips down those steps, and 12 trips back up those steps each year. In 3 years that is 72 trips, but she only fell once. I believe she was either in a rush or not paying attention like the defendant said. ",The defendant's insurance company,No,No,,,
10/2/2017 12:05,10/2/2017 12:26,IP Address,50.36.206.128,100,1215,TRUE,10/2/2017 12:26,R_1NeSJM3YQcV5ztr,,,,,42.44880676,-94.22540283,anonymous,EN,"Yes, I consent",Firefox,56,Windows NT 6.1,1088x614,47,Elephant,Male,43,White,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$10,000 to $29,999",I lean toward Republicans,50501,,,,,,,,,0,0,956.636,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"Mesa was not negligent because the stairs followed all building codes. How many people have used those stairs and there have been only two falls? How do we know that the woman wasn't carrying too much and misstepped? How do we know that she wasn't distracted? How do we know a similar result would not have happened with the new stair configuration?

I feel sympathy, but it's not the building owner's fault.",The defendant's insurance company,No,No,,,
10/2/2017 13:13,10/2/2017 13:38,IP Address,107.4.110.96,100,1500,TRUE,10/2/2017 13:38,R_2awoSSEi3hw2qvr,,,,,42.17590332,-83.48069763,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.113,Macintosh,1440x900,47,Elephant,Female,67,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$50,000 to $99,999",I strongly prefer Republicans,48176,,,,,,,,,0,0,1005.228,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"The apartment was built to code in 1980. This included the stairs. Because laws have changed regarding step degrees after the year 2000, this does not mean buildings have to go back and redesign their stairs. Should Skyline Vista do some remodeling, then they would be expected to follow these new codes. Tripping on stairs is a very common occurrence. It is unfortunate for Ms. Dunn, and her insurance should be responsible for the medical bills.",The defendant's insurance company,Yes,Yes,"As mentioned in my previous decision, Ms. Dunn's medical insurance should be paying her medical bills, as this was an accident.",,
10/2/2017 17:02,10/2/2017 17:20,IP Address,207.244.82.235,100,1096,TRUE,10/2/2017 17:20,R_3PMqqczl16aCb2q,,,,,38.77009583,-77.63210297,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1600x900,47,Elephant,Male,73,White,"Yes, Mexican/Mexican American/Chicano",High school graduate (diploma or GED),"$30,000 to $49,999",I strongly prefer Democrats,88030,,,,,,,,,0,0,700.377,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"frankly I do not think that there has been a case of negligence, since the buildings of the scleras where the accident occurred are correctly constructed, there is nothing that the efficiency or its facilities have made to cause an accident, besides the girl is now well has had a good recovery and can make a normal life and work
",The defendant's insurance company,Yes,Yes,"since I am not an expert and I can change my desicion knowing the opinion of people more qualified sincesins Definiciones de since preposici’_n in the intervening period between (the time mentioned) and the time under consideration, typically the present. she has suffered from depression since she was sixteen for the reason that: because. delegates were delighted, since better protection of rhino reserves will help protect other rare species ago. the settlement had vanished long since Ver tambi’©n ever since, since then, since when, since yesterday, since that time, since last year, since ever, since that, since birth, since childhood Traducciones de since preposici’_n desde from, since, from the conjunci’_n ya que since, inasmuch as, being that, insomuch as desde que since pues since, then comoquiera que since, howsoever adverbio desde entonces since then, since, ever since, since that time, thenceforth, ever after donde where, wherein, as",,
10/3/2017 7:22,10/3/2017 7:44,IP Address,173.80.29.112,100,1340,TRUE,10/3/2017 7:44,R_2rMe7SrQare03ZL,,,,,37.81640625,-81.23290253,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.113,Windows NT 10.0,2560x1440,47,Elephant,Male,29,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I have no preference for either party,25813,,,,,,,,,0,0,960.538,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The stairs just didn't seem dangerous enough to cause such a substantial fall unless the person themselves were negligent.,The defendant's insurance company,Yes,No,,,
10/3/2017 7:43,10/3/2017 8:05,IP Address,65.186.20.223,100,1315,TRUE,10/3/2017 8:05,R_vP2m0eeGZ99GQSd,,,,,39.92419434,-83.80879974,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Male,35,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$30,000 to $49,999",I strongly prefer Republicans,45505,,,,,,,,,25.013,25.013,982.249,1,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The stairs were not violating any building code. Dunn knew she was uncomfortable using the stairs because she used them about once a month. She slipped and fell on her own and not because the stairs were unsafe. The angle of the stairs seems reasonable. ,The defendant's insurance company,No,No,,,
10/3/2017 12:14,10/3/2017 12:21,IP Address,198.37.218.125,100,384,TRUE,10/3/2017 12:21,R_1DMcezzIO7Qh4jw,,,,,37.76660156,-84.30310059,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1600x900,47,Elephant,Male,39,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Democrats,40475,,,,,,,,,56.676,145.866,171.669,2,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,Everything was done according to code and standards,The defendant's insurance company,Yes,No,,,
10/3/2017 21:15,10/3/2017 21:35,IP Address,73.5.33.59,100,1206,TRUE,10/3/2017 21:35,R_6MbQj6dtM1nsktb,,,,,32.55329895,-92.1937027,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Female,33,Black or African American,"No, not Spanish/Hispanic/Latino",Some college credit,"$30,000 to $49,999",I have no preference for either party,30345,,,,,,,,,1.88,1.88,962.193,1,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"I feel that the building was up to the code that they were required to follow, so they were not negligent in any way.",The defendant's insurance company,Yes,No,,,
10/4/2017 13:57,10/4/2017 14:19,IP Address,162.230.43.188,100,1291,TRUE,10/4/2017 14:19,R_1i5wpI6xdEq7lko,,,,,42.77049255,-83.74669647,anonymous,EN,"Yes, I consent",Edge,14.14393,Windows NT 10.0,1366x768,47,Elephant,Male,36,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$50,000 to $99,999",I strongly prefer Republicans,48430,,,,,,,,,571.441,572.67,960.136,2,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,The plaintiff assumes the risk in such an instance; they could have evaluated the staircase prior to deciding to lease from Mesa Management.,,No,No,,,
10/5/2017 1:35,10/5/2017 1:58,IP Address,45.22.71.20,100,1366,TRUE,10/5/2017 1:58,R_1di5q1KPfScL18A,,,,,33.40829468,-84.30419922,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Male,31,Black or African American,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I have no preference for either party,30214,,,,,,,,,0,0,1065.282,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"it could pf been a regular trip and fall they check the stair and seen nothing wrong with it s ,just a accident ",The defendant's insurance company,Yes,No,,,
10/5/2017 12:38,10/5/2017 12:58,IP Address,75.163.50.127,100,1151,TRUE,10/5/2017 12:58,R_2Cp1gzQNsW73Sxn,,,,,42.4631958,-96.3219986,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1280x800,47,Elephant,Male,51,Black or African American,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I strongly prefer Democrats,27525,,,,,,,,,0,0,962.843,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,This was just an accident that happened and the company should not be held responsible for the accident.,The defendant's insurance company,No,No,,,
10/5/2017 17:26,10/5/2017 17:38,IP Address,104.7.71.134,100,696,TRUE,10/5/2017 17:38,R_2EaXPWFx28tg3Qt,,,,,38.10409546,-122.2565994,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1536x864,47,Elephant,Male,27,Asian,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I strongly prefer Democrats,94591,,,,,,,,,20.675,29.588,31.209,3,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"Because the accident was at the fault of Mackenzie dunn. Falling down stairs can occur anytime anywhere. The stairs were up to code according to Robert Baumann, and it's true that the stairs would not need to be redesigned constantly when accidents occur. Stairs can be designed poorly and people can still navigate up and down easily.",The defendant's insurance company,Yes,Yes,Because it's true that the plantiff is seeking damages for something that was her own fault,,
10/5/2017 17:22,10/5/2017 17:40,IP Address,108.2.96.114,100,1100,TRUE,10/5/2017 17:40,R_R5lLGp00jymFTbP,,,,,39.84680176,-75.71160126,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Male,22,Other,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I lean toward Democrats,19348,,,,,,,,,0,0,955.711,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"Ms. Dunn slipping was completely her fault, and for her to try and get money and blame it on the company should be a crime in itself in my opinion. It isn't like the company lubes up the stairs every day hoping someone falls.",,No,No,,,
10/5/2017 17:24,10/5/2017 17:42,IP Address,172.56.27.11,100,1098,TRUE,10/5/2017 17:42,R_2QVF76bYd1c3Ntc,,,,,28.53829956,-81.3792038,anonymous,EN,"Yes, I consent",Firefox,56,Windows NT 10.0,1366x768,47,Elephant,Female,31,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$30,000 to $49,999",I strongly prefer Democrats,34434,,,,,,,,,0,0,963.391,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,"because the defendant was right, people slip and fall all the time, its not the ground makers fault.",The defendant's insurance company,No,No,,,
10/5/2017 17:27,10/5/2017 17:46,IP Address,71.161.96.32,100,1114,TRUE,10/5/2017 17:46,R_eP9GIMOx4qS0Qsp,,,,,44.92320251,-72.30410004,anonymous,EN,"Yes, I consent",Safari,10.1.2,Macintosh,1440x900,47,Elephant,Female,35,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$30,000 to $49,999",I have no preference for either party,5464,,,,,,,,,0,0,956.485,0,,,,,,,,,The plaintiff fell and injured her leg.,3,No,No,,,,,,,,,They built their stairs to code and that means that they were not negligent ,The defendant's insurance company,No,No,,,
